,Wiki_Page,Wikipedia_Paragraphs
56,<WikipediaPage 'Pomme de terre'>,"

Type A : pomme de terre « à chair ferme », peu farineuse, aqueuse et se tenant bien à la cuisson. Elles sont à réserver plutôt pour les salades, pommes vapeur ou en robe des champs, et pommes sautées (exemples : Belle de Fontenay, Charlotte, Amandine) ;
Type B : pommes de terre « à chair fondante », assez fine, un peu farineuse, se délitant peu à la cuisson. Elles sont à utiliser plutôt pour les gratins, potages, pommes rissolées, en robe des champs, pommes vapeur, et pommes sautées (exemples : Agata, Monalisa, Samba, Manon, Ostara, Sirtema) ;
Type C : pommes de terre à chair farineuse et se désagrégeant à la cuisson, à réserver plutôt pour les frites, purées, pommes au four, et potages (exemples : Agria, Bintje)
Type D : pomme de terre à chair très farineuse. Ce sont essentiellement des variétés féculières, non utilisées en cuisine.Ce classement est fortement corrélé avec le taux de matière sèche des tubercules, celui-ci variant de 17-19 % pour le type A à 20-23 % pour le type C."
57,<WikipediaPage 'Pomme de terre'>,"


===== Ustensiles et appareils spécialisés =====
La cuisine et la consommation de la pomme de terre ont motivé la conception de divers ustensiles de cuisine dédiés à sa préparation et à sa cuisson.
L’économe, inventé en France en 1929 par Victor Pouzet, coutelier à Thiers, est un épluche-légumes à lame en gouttière conçu pour faciliter leur épluchage.
Différents types de presse-purée permettent d’écraser les pommes de terre. En 1928, Victor Simon dépose le brevet du passe-vite, un moulin à légumes. En 1932, Jean Mantelet dépose à son tour un brevet de moulin à légumes ; il créera plus tard la société Moulinex. On lui doit également l’invention du coupe-frites."
58,<WikipediaPage 'Pomme de terre'>,"
		
		
		
		
		
		
		


===== Principales recettes à base de pomme de terre ====="
59,<WikipediaPage 'Pomme de terre'>,"

Les préparations à base de pommes de terre peuvent être servies à différents moments d’un repas et constituer soit un plat complet soit un accompagnement du plat principal. La frite est la préparation de pomme de terre la plus consommée au monde.
La pomme de terre, comme accompagnement d’un plat de viande ou de poisson, se sert sous des formes variées, frites, purée, en robe des champs, sautées, à la vapeur, etc.
Plusieurs plats célèbres combinent la pomme de terre avec des ingrédients complémentaires, viande hachée, fromage par exemple, pour former un plat complet comme le hachis parmentier. On peut citer également des spécialités telles que le gratin dauphinois, les röstis, l’aligot, le baeckeoffe, le goulash ou l’Irish stew (ragoût irlandais). La pomme de terre entre également dans la composition d’omelettes, notamment la tortilla espagnole.
Les pommes de terre se servent également en entrée, dans des potages, comme le potage parisien (pommes de terre et poireaux), des salades ou des hors-d'œuvre et même en dessert."
60,<WikipediaPage 'Pomme de terre'>,"

Aux États-Unis, les pommes de terre sont l’un des légumes le plus largement consommés, avec une grande diversité dans les modes de préparation et d’assaisonnement. Les frites (french fries) et les pommes de terre rissolées (hash browns) sont couramment proposées dans les chaînes de restauration rapide et les cafétérias. Un des plats des plus populaires est fait de pommes de terre passées au four auxquelles on ajoute du cheddar (ou de la crème sure et de la ciboulette). Les mashed potatoes (une compote de patates non épluchées) sont le plat emblématique de la Nouvelle-Angleterre. Les salt potatoes, préparation du centre de l’État de New York, sont faites de pommes de terre nouvelles bouillies dans une eau saturée en sel et servies avec du beurre fondu. Dans les repas plus formels, il est d’usage courant de faire rôtir dans une poêle en fer de petites pommes de terre rouges, coupées en tranches.
La « poutine râpée » est un plat traditionnel du Nouveau-Brunswick. La poutine acadienne est une boule de pommes de terre râpées et écrasées, salée, parfois farcie de porc et bouillie. Le résultat est une boule moelleuse à peu près de la taille d’une balle de baseball. Elle se consomme assaisonnée de sel et poivre, ou bien de cassonade. Son origine est attribuée au Knödel allemand, apporté par les premiers colons allemands[réf. souhaitée].
La poutine est quant à elle un plat copieux de pommes frites, avec du fromage en grains frais et une sauce chaude. Plat du Québec apparu dans les années 1950, la poutine s’est diffusée dans l’ensemble du Canada. Le pâté chinois, autre plat populaire du Québec, est préparé à partir de viande hachée (bœuf, veau) couverte de maïs (en crème et/ou en grains) puis de purée de pommes de terre."
61,<WikipediaPage 'Pomme de terre'>,"

Au Pérou il existe plus de 3 000 variétés de pommes de terre : elle y est le principal ingrédient culinaire. Elle entre dans la composition de très nombreux plats comme la papa a la huancaina, la papa rellena, l’ocopa, la carapulcra, la causa et le cau cau. Frites, elles accompagnent des plats sautés comme le lomo saltado.
Le chuño est une pomme de terre « lyophilisée », produite traditionnellement par les communautés Quetchua et aymara du Pérou et de Bolivie, connue aussi en Argentine et au Chili. Dans l’archipel chilien de Chiloé, les pommes de terre sont à la base de plats comme les milcaos, chapaleles, curanto et chochoca. En Équateur, elles sont l'ingrédient principal du copieux locro de papas, une soupe épaisse de pommes de terre, courges et fromage."
62,<WikipediaPage 'Pomme de terre'>,"

Dans les pays du nord et de l’est de l’Europe, en particulier en Scandinavie, Pologne, Russie, Biélorussie et Ukraine, les pommes de terre nouvellement récoltées sont considérées comme un mets particulièrement raffiné. Bouillies entières et servies avec de l’aneth, ces « pommes de terre nouvelles » sont consommées traditionnellement avec des harengs saurs. Les kugel et kugelis, gâteaux faits de pommes de terre râpées, font partie des cuisines populaires ashkénaze, lituanienne et biélorusse. Le bryndzové halušky est le plat national slovaque. Il est fait d’une pâte de farine et de pommes de terre finement râpées. La pâte, une fois bouillie et mise en forme de quenelles, est mélangée avec divers ingrédients régionaux. En Albanie, on consomme une soupe à la pomme de terre et au chou[réf. souhaitée].En Belgique, les pommes de terre sont préparées sous formes de frites, plat national, dans des plats comme le moules-frites, ainsi que sous toutes ses autres formes, notamment en purée ou en chips.
Aux Pays-Bas, le stamppot, plat traditionnel, est une purée mélangée avec des légumes.
En France, son utilisation la plus connue se fait sous forme de frites, dans des plats tels que les steak-frites (ou les moules-frites dans le Nord de la France). Le pâté de pommes de terre est un plat régional du centre de l'Allier et du Limousin. Le Truffiau de Graçay est un friand de pâte feuilletée dorée aux pommes de terre. La vichyssoise est une soupe à base de pommes de terre. De nombreuses autres utilisations sont présentes au sein de la cuisine française.Au Royaume-Uni, les pommes de terre frites font partie du traditionnel fish and chips (poisson-frites). Les pommes de terre rôties accompagnent généralement le rôti du dimanche. La purée est également un ingrédient de plats traditionnels comme le cottage pie, le bubble and squeak, les bangers and mash et accompagne la panse de brebis farcie. Le tattie scone est un plat populaire écossais contenant des pommes de terre. Les pommes de terre nouvelles, habituellement cuites à la menthe et servies avec un peu de beurre fondu, sont appréciées, les plus prisées étant les Jersey Royal qui bénéficient d’une AOP.
En Irlande, le colcannon est un plat traditionnel préparé avec de la purée, du chou râpé et des oignons. Les crêpes boxty, faites de pommes de terre râpées, lavées pour éliminer l’amidon et mélangées avec de la farine, du babeurre et de la levure, sont consommées dans tout le pays, particulièrement en Irlande du Nord et à l'étranger par la diaspora irlandaise. Une variante anglaise consommée dans le Lancashire, surtout à Liverpool, est préparée à partir pommes de terre en purée. L’Irish stew (ragoût d'agneau) est également servi avec des pommes de terre.
Dans le nord de l’Italie, particulièrement dans la région du Frioul, les pommes de terre entrent dans la préparation des gnocchis.
En Bavière et au Luxembourg, réduites en purée ou sous forme de farine, on s'en sert pour préparer les knödels ou quenelles accompagnant les plats de viandes.
Les papas arrugadas (pommes de terre ridées des Canaries) sont un plat traditionnel des îles Canaries. La tortilla de patatas (omelette de pommes de terre) et les patatas bravas (plat de pommes de terre frites dans une sauce tomate épicée) entrent dans la préparation des tapas espagnoles."
63,<WikipediaPage 'Pomme de terre'>,"


=== Alimentation animale ===
Environ 12 % des tubercules de pommes de terre servent à nourrir les animaux. En 2007, le volume utilisé en alimentation animale au niveau mondial était estimé à 39,2 millions de tonnes sur un total disponible de 324 millions de tonnes.
Cette utilisation est très contrastée selon les régions du monde. Les principaux pays concernés sont la Russie (8,6 Mt et 23 % des disponibilités) et les pays voisins d’Europe de l’Est : Ukraine (7,9 Mt, 41 %), Biélorussie (4,9 Mt, 59 %), Pologne (4 Mt, 33 %), ainsi que la Chine (7 Mt, 11 %). Elle est en revanche très faible dans les Amériques (1 % des disponibilités) et nulle en Inde.
Les pommes de terre sont pour les animaux un aliment appétent, en particulier pour les bovins, de bonne valeur énergétique, mais qui se caractérise aussi par sa grande richesse en eau (environ 80 %), sa faible valeur protéique et sa teneur insuffisante en fibres et en certains éléments minéraux. Un kilogramme de matière sèche (constituée à 70 % d’amidon) apporte, en unités fourragères (UF), environ 1,2 UFL (vaches laitières) ou UFV (bovins à viande) et 1 UFC (chevaux), valeur comparable à celle des céréales.
La forte teneur en eau (il faut 4 à 4,5 kg de pomme de terre pour remplacer un kilogramme de céréales) limite leur emploi dans la ration, les rations trop humides entraînant une baisse de performance. Elle se traduit aussi par des contraintes logistiques : coûts de transport plus élevés, coûts de conservation que ce soit par temps chaud ou en cas de gel.
Leur digestibilité est variable. Les tubercules crus, entiers ou coupés, conviennent bien aux ruminants et aux chevaux, qui sont capables de les digérer. Toutefois, la digestibilité relativement faible de la fécule crue peut entraîner des troubles digestifs chez les ruminants qui consomment trop de pommes de terre. Il convient de veiller à distribuer les pommes de terre au niveau du sol ou dans des mangeoires basses pour limiter les risques d’étouffement.
Les pommes de terre données à certains animaux monogastriques (porcs et volailles) doivent être cuites pour rendre l’amidon digestible. Les difficultés d’utilisation des pommes de terre crues sont liées à leur relative inappétence, pour les porcs notamment, à la présence d’inhibiteurs d'enzymes protéolytiques dans le tubercule cru et à la structure cristalline des grains d’amidon qui résiste plus ou moins aux enzymes digestives.
Les quantités de pommes de terre destinées à l’alimentation animale sont variables en fonction des disponibilités et des cours. Quand les cours sont bas la consommation est importante. Certains pays l’utilisent beaucoup en alimentation animale, ainsi la Pologne où une pomme de terre sur trois est produite pour être consommée par les animaux. Dans les régions, comme le Nord de l’Europe, où existe une forte industrie de transformation de la pomme de terre, certains coproduits, sont recyclés dans l’alimentation du bétail. Outre les pommes de terre de rebut, il peut s’agir de produits crus : pulpes de féculerie, à l’état humide ou déshydraté, screenings (écarts de tri de frites), amidon cru issu de centrifugation, ou cuits : pelure-vapeur et purée-pelure, issues de la pelure des tubercules à la vapeur, purée-raclée récupérée en fin de chaîne de déshydratation. La valeur énergétique de ces produits varie de 0,9 à 1 UF/kg de matière sèche."
64,<WikipediaPage 'Pomme de terre'>,"


==== Produits transformés ====
Dans les régions de grande production, comme le Nord-Pas-de-Calais et la Picardie en France, la pomme de terre a fait naître une importante industrie de transformation industrielle, qui produit notamment des frites, des chips, des flocons déshydratés, des préparations surgelées…"
65,<WikipediaPage 'Pomme de terre'>,"


==== Industrie de la fécule ====
L’amidon de pomme de terre, appelé aussi fécule, a de nombreuses utilisations. Dans l’alimentation, il peut remplacer la farine, être employé comme épaississant dans les sauces. On l’utilise aussi dans la pâtisserie industrielle et la confection des biscottes.
Mais c’est dans l’industrie non alimentaire que se trouvent la plupart des débouchés : il entre dans la composition de certains médicaments, dans celle du rouge à lèvres ou des couches pour bébés, dans la papeterie, le textile, le contreplaqué. Traité par eau chaude, l’amidon est appelé empois et entre dans la confection du caoutchouc ou dans le glaçage du papier photo.
L’empesage des cols ou poignets de chemises est un usage disparu. De même, l’amidon est moins utilisé qu’autrefois dans la fabrication de colles.
Depuis 2007, on peut utiliser la fécule de pomme de terre afin de produire des matières plastiques biodégradables, ainsi qu’un produit de lutte contre les feux de forêts, le gel-feu."
66,<WikipediaPage 'Pomme de terre'>,"


==== Distillation ====
L’amidon de la pomme de terre peut être facilement hydrolysé en glucose, à partir duquel on peut produire de l’éthanol après fermentation et distillation.
À partir du XVIe siècle, l’alcool de pomme de terre a servi à confectionner la vodka ou l’aquavit. Cet usage s’est particulièrement développé en Pologne au XIXe siècle, lorsque le prix des céréales très demandées à l’exportation était élevé. En Irlande, la pomme de terre est à la base d’une eau-de-vie traditionnelle appelée poteen ou poitín qui bénéficie d’une IGP dans le cadre européen.
L’alcoolisme engendré par la surconsommation d’eau-de-vie de pomme de terre de basse qualité fut à l’origine de la première législation sur l’alcool édictée en Suisse en 1887.
Plus récemment on a envisagé la production d’éthanol comme biocarburant utilisable en addition dans l’essence ou le gazole. Sur la base d’un rendement de 40 tonnes à l’hectare une production d’éthanol de 50 hl/ha serait possible, mais le coût en serait prohibitif."
67,<WikipediaPage 'Pomme de terre'>,"


=== Utilisation médicinale et croyances ===
En 1748, le parlement de Paris interdit par la loi la culture de la pomme de terre, la considérant néfaste pour la santé car faisant partie de la famille des solanacées tels la belladone, la mandragore, la tomate… et aussi car sa peau se lève et craquelle au feu similairement à la lèpre.
Avant d'être une plante médicinale, elle est alimentairement bénéfique pour la santé ; outre l’apport de vitamine C utile pour la prévention du scorbut, qu’elle aurait contribué à faire reculer en Europe au XIXe siècle, elle constitue un aliment de « lest » qui facilite le transit intestinal. 
Elle a aussi des propriétés cicatrisantes, utiles contre les ulcères intestinaux.
La fécule de pomme de terre est un topique émollient, utilisé, comme la pomme de terre râpée, en  cataplasmes contre les brûlures, engelures, gerçures, etc. 
Le jus de pomme de terre est émollient, calmant, cicatrisant des muqueuses digestives et diurétique.
Selon Pierre Lieutaghi, la pomme de terre a été largement employée en médecine populaire dès le XIXe siècle, notamment en Provence, pour ses propriétés émollientes et adoucissantes contre divers maux : brûlures, panaris, mains abîmées… On utilisait à cet effet une pomme de terre coupée en deux, de la pomme de terre râpée ou de la pulpe de pomme de terre bouillie. Cet usage a perduré au moins jusqu'au début du XXe siècle en France : selon une étude ethnobotanique publiée en 1984 à propos des usages traditionnels de plantes à Bagnes « sur les brûlures, on met un cataplasme de pommes-de-terre crues râpées et d'huile de millepertuis ; un emplâtre de pommes-de-terre chaudes (cuites puis écrasées) mis sur le dos ou la poitrine « tire le froid » (idem avec le son, qui a l'avantage de refroidir moins vite) ».
Ce tubercule peut aussi être le support de « magie thérapeutique ». Selon certaines croyances, une pomme de terre conservée dans la poche, jusqu’à ce qu'elle devienne desséchée et dure, peut éloigner le mal, notamment les rhumatismes.
Constituée essentiellement d’amidon, la pomme de terre a un faible pouvoir cariogène.
Selon une étude en 2011, la consommation de pommes de terre peut contribuer à lutter contre l’hypertension chez les personnes en surpoids. Cet effet serait dû à la présence dans le tubercule d’inhibiteurs de l’enzyme de conversion de l’angiotensine."
68,<WikipediaPage 'Pomme de terre'>,"

Au Pérou, la pulpe de la papa morada nativa (pomme de terre violette indigène) est à la base d’une crème cosmétique pour le visage. Destinée à atténuer les rides, cette crème est commercialisée localement sous la marque Mishki.
La patatogravure est une activité manuelle, généralement pour de jeunes enfants, qui consiste à sculpter dans des pommes de terre coupées en deux des motifs variés, souvent des formes géométriques, afin de s’en servir comme tampons, une fois trempées dans de la peinture ou de l’encre.
Brevetée en 1903, la plaque autochrome, premier procédé de photographie en couleur inventé par Louis Lumière, utilise pour capter la lumière des grains de fécule de pomme de terre teintés.
Selon Alexandre Dumas (Le grand dictionnaire de cuisine) les feuilles de pommes de terre séchées peuvent fournir un excellent succédané de tabac.
On peut utiliser la pomme de terre à des fins domestiques, par exemple pour préparer de la colle, à base de pommes de terre bouillies dans l’eau, additionnées de poudre d’alun, ou pour nettoyer vitres et glaces pour ôter les traces de doigts à l’aide d’une tranche de pomme de terre, avant de rincer les surfaces à l’eau.
Il est possible de produire de l’électricité avec une pomme de terre comme avec d’autres végétaux, le citron par exemple, en y insérant deux électrodes, l’une en zinc et l’autre en cuivre, la chair de la pomme de terre faisant office d’électrolyte. Des chercheurs de l’université hébraïque de Jérusalem ont découvert qu’il était possible d’améliorer l’efficacité de cette pile électrique naturelle et bon marché en utilisant des pommes de terre bouillies."
69,<WikipediaPage 'Pomme de terre'>,"


=== Production ===
Les pommes de terre sont cultivées dans plus de 150 pays, principalement dans l’hémisphère nord. La distribution de cette culture s’étire en latitude de 45° S à 65° N et marque deux pics, le plus important dans les zones tempérées situées entre 45 et 57° N, qui incluent l’Allemagne, la Pologne l’Ukraine et la Russie, et le deuxième dans les zones subtropicales situées entre 23 et 34 ° N, qui comprennent en particulier le bassin indo-gangétique.
En 2014, la production mondiale de pommes de terre est estimée à 385 millions de tonnes, pour une surface cultivée de 18,8 millions d’hectares, soit un rendement moyen de 20,51 tonnes/hectare (t/ha). Ce chiffre n’inclut pas les plants (semences) qui représentent 30,8 millions de tonnes (Mt), soit environ 10 % du total. Cette culture s’inscrit à la cinquième place (en tonnage) des productions agricoles au niveau mondial, après la canne à sucre, le maïs, le riz et le blé et devant la betterave à sucre. C’est la plus importante dicotylédone alimentaire.
Une comparaison par continent montre que l’Asie 49 % et l’Europe 31,8 % concentrent 81 % de la production totale contre 11,1 % pour les Amériques, 7,6 % pour l’Afrique et 0,5 % pour l’Océanie.
Le rendement moyen le plus élevé est obtenu en Océanie avec 41.13 t/ha contre 26.64 t/ha dans les Amériques, 21.84 t/ha en Europe, 18.93 t/ha en Asie et 14.87 t/ha en Afrique.
La liste des vingt premiers pays producteurs en 2014 est donnée dans le tableau ci-après avec les surfaces cultivées et les rendements moyens (source FAOSTAT)."
70,<WikipediaPage 'Pomme de terre'>,"


=== Commerce international ===
En 2007, les exportations de pommes de terre ont porté au niveau mondial sur 15,5 millions de tonnes dont 5 (32,3 %) sous forme de surgelés. Cela représente une faible part (5 %) de la production mondiale, ce qui résulte notamment de coûts de transport élevés (produit périssable, à forte teneur en eau, coûts de réfrigération), mais aussi des normes sanitaires et techniques et de politiques restrictives des pays importateurs. En outre les exportations de farine de pomme de terre ont représenté la même année 0,4 million de tonnes.
L’essentiel du commerce international de la pomme de terre se réalise dans l’Union européenne. Les quatre premiers pays exportateurs, Pays-Bas, France, Allemagne et Belgique, ont réalisé plus de la moitié des exportations totales de pomme de terre fraiches (54,7 %). Ces pays figurent également parmi les dix premiers pays importateurs. Au sein de l’Union européenne, Le Rucip (règles et usages du commerce intereuropéen des pommes de terre), créé en 1956, s’applique à tous les échanges entre professionnels.
Pour les pommes de terre de conservation (hors semences, primeurs et produits transformés), la France est le premier exportateur mondial avec 1,99 million de tonnes pour une valeur de 685 millions de dollars, devant les Pays-Bas (1,94 Mt), l'Allemagne (1,60 Mt) et la Belgique (0,90 Mt)(Faostat 2011), ce qui lui permet d'être très largement en excédent commercial (années 2009-2011).
Pour les pommes de terre surgelées, les principaux pays exportateurs sont dans l'ordre la Belgique (1,44 Mt), les Pays-Bas (1,43 Mt), le Canada (0,98 Mt) et les États-Unis (0,88 Mt), les Pays-Bas étant les premiers en valeur (1,46 million de dollars)."
71,<WikipediaPage 'Pomme de terre'>,"


=== Principales entreprises de l’industrie de la pomme de terre ===
Produits de transformation de la pomme de terre (frites surgelées, chips, flocons, farines, etc.)
Aviko (Pays-Bas)
Lutosa (Belgique)
McCain (Canada)Le marché des chips est dominé par la société américaine Frito-Lay (filiale du groupe Pepsico) qui exploite 67 usines réparties dans 27 pays et transforme annuellement 4 millions de tonnes de pommes de terre. Sa part de marché est d’environ 50 % au niveau mondial."
72,<WikipediaPage 'Pomme de terre'>,"


==== Féculerie ====
La fécule de pomme de terre est historiquement la première forme de production industrielle de l’amidon, mais est maintenant dépassée par l’amidon de céréales, principalement de maïs. Dans l’Union européenne, la fécule de pomme de terre ne représente plus que 16 % de l’amidon produit contre 47 et 37 % pour les amidons de maïs et de blé respectivement.
Ce secteur industriel s’est fortement concentré, l’essentiel de la production européenne est assuré par quelques groupes : Agrana Stärke (Autriche), AKV Langholt (Danemark), Avebe (Pays-Bas), Emsland Stärke (Allemagne), Kartoffelmelcentralen (Danemark), Roquette (France), Skrobarny Pelhrimov⇔Škrobárny Pelhřimov (République tchèque), Südstärke (Allemagne), Lyckeby Stärkelsen (Suède), Wielkopolskie Przedsiebiorstwo Przemyslu Ziemniaczanego (Pologne)."
73,<WikipediaPage 'Pomme de terre'>,"

Dans l’Union européenne, seule la pomme de terre féculière est réglementée par la Politique agricole commune (PAC) dans le cadre d’une organisation commune de marché (OCM), qui garantit aux producteurs un prix minimum à la tonne. Cette OCM est liée à celle des céréales, la fécule de pomme de terre étant directement en concurrence avec l’amidon de maïs et de blé. Lors de la réforme de la PAC de 1992, un contingentement par pays producteur a été instauré. Le contingent global, égal à 1 952 000 tonnes en 1994, se répartissait entre cinq pays (Allemagne, Danemark, Espagne, France, Pays-Bas). Il a été révisé en 2004 à la suite de l’élargissement de l’Union européenne et porté à 1 948 761 tonnes. La réglementation impose la conclusion d’un « contrat de culture » entre l’agriculteur et la féculerie. Le prix payé aux agriculteurs varie selon la teneur en fécule des tubercules (qui ne doit pas être inférieure à 13 %), évaluée par la mesure de la densité (mesure d’un poids sous l’eau valable pour 5 050 grammes de pommes de terre fournies). Pour les campagnes 2008-2009 à 2011-2012, le prix minimal à verser aux agriculteurs est fixé à 178,31 euros par quantité de pommes de terre nécessaires à la fabrication d’une tonne de fécule (soit 35,66 euros pour une tonne de pommes de terre d’une teneur en fécule de 17 %), tandis que le montant de la prime à la tonne de fécule produite (versée à la féculerie) est fixé à 22,25 euros."
74,<WikipediaPage 'Pomme de terre'>,"


=== Année de la pomme de terre ===
L'année 2008 a été déclarée année de la pomme de terre par l'ONU, pour sensibiliser le monde entier sur le rôle de ce légume et promouvoir sa mise en œuvre.
Un astéroïde (88705) Patate a été nommé en commémoration."
75,<WikipediaPage 'Pomme de terre'>,"


=== Noms de la pomme de terre ==="
76,<WikipediaPage 'Pomme de terre'>,"

Lorsque les Espagnols ont découvert la pomme de terre au Pérou au début du XVIe siècle, ils ont retenu le nom local le plus fréquent, la papa, terme de quechua qui était la langue véhiculaire de l’empire Inca. Dans cette langue, papa désignait tout type de tubercule à l’exception de l’oca. Papa est toujours usité pour désigner la pomme de terre dans les pays d’Amérique latine de langue espagnole, mais a été supplanté par patata en Espagne, sauf dans les îles Canaries et le sud du pays.
Le terme espagnol a été emprunté par de nombreuses langues européennes ou non européennes : ainsi on trouve patata en italien, grec (Πατάτα), basque et catalan, patatas en tagalog ; patates en turc, potato en anglais, potet en norvégien, batata en portugais et en arabe (بطاطا), pataca en galicien, patana en occitan, práta en gaélique et potatis en suédois.
Différents auteurs ont aussi comparé à la truffe ce légume d’un type alors nouveau pour les Européens.
Des noms dérivés de « truffe » désignent la pomme de terre, par exemple : trunfa en aragonais, trumfa dans les dialectes septentrionaux du catalan. Le terme de « patate trufle » était utilisé dans le nord-ouest de la France. En Savoie et dans la zone arpitane en général, on lui donne le nom de tartifle (qui a donné la tartiflette)
Quand les Espagnols introduisirent les premières pommes de terre en Italie au XVIe siècle, les Italiens les appelèrent tartufoli (petites truffes). Ce nom, par l’intermédiaire de la forme Tartuffel, est à l’origine du terme allemand Kartoffel et de ses dérivés : cartof en roumain, kartof (Картоф) en bulgare, kartófel (Картофель) en russe, kartoffel en danois, kartul en estonien, kartafla en islandais, kartupel en letton et kartofl en yiddish ou judéoallemand. En français, comme indiqué plus haut, le terme « cartoufle » est employé par Olivier de Serres.
« Pomme de terre » est une expression figée qui constitue un nom composé, désignant le tubercule mais aussi la plante elle-même. Calquée sur le latin malum terrae, elle est attestée en français depuis 1488 pour désigner diverses plantes à tubercules ou bulbes, telles le cyclamen ou l’aristoloche, ou à gros fruits ronds comme la courge. Elle a désigné ensuite le topinambour, probablement sous l’influence du néerlandais aardappel, littéralement « Pomme de terre ». Par la suite, le topinambour a pris son nom actuel à la suite de l’exhibition à Paris de Tupis et le nom de pomme de terre s’est définitivement appliqué à Solanum tuberosum notamment sous l’action de popularisation de ce tubercule entreprise par Parmentier à partir de 1773. L’expression « Pomme de terre » est entrée dans le dictionnaire de l’Académie française dans sa sixième édition en 1835.
On retrouve le syntagme « pomme de terre » transposé en d’autres langues : terpomo en espéranto, aardappel en néerlandais et les diverses variantes de Erdapfel dans les dialectes méridionaux de l’allemand (en Autriche, en Suisse et dans le sud de l’Allemagne).
« Poire de terre » a également été employé, expression qui se retrouve sous le forme de Grundbirn en allemand, krumpir en croate, krompira en serbe, krompirja en slovène, crumpena en roumain, gromper.
Même si on emploie couramment le terme de patate pour désigner la pomme de terre, on ne confondra pas ce tubercule avec la patate douce (Ipomoea batatas), qui appartient pour sa part à la famille des Convolvulacées."
77,<WikipediaPage 'Pomme de terre'>,"


=== Dans les expressions de langue française ===
Le terme « patate » désigne en français familier une personne que l’on considère comme étant un peu simplette. Ainsi on dira par exemple : « untel est une patate ! »
À noter que loin de toute insulte, certains régionalismes lui attribuent une connotation affective."
78,<WikipediaPage 'Pomme de terre'>,"

« En avoir gros sur la patate », en avoir gros sur le cœur.
« Avoir la patate » : être en forme.
« Mettre une patate » : donner un coup (en particulier, un coup de poing ou taper dans un ballon).
« Lâche-pas la patate ! » : expression de la Louisiane et du Québec utilisée pour encourager quelqu’un, synonyme de : « Tu en es capable, tu vas y arriver ! »
« Faire patate » : échouer lamentablement, manquer de chance.
« Se renvoyer (ou se refiler) la patate chaude » : se renvoyer l’un l’autre un problème embarrassant, se renvoyer la balle. Cette expression récente, apparue au Québec dans les années 1970, en Europe dans les années 1990, est un calque d’une expression anglaise plus ancienne : to drop something like a hot potato.
« Être gros comme une patate » : avoir un surplus de poids significatif.En mathématiques, une « patate » est une courbe fermée sans forme bien définie qui représente un ensemble. On dit aussi « patatoïde »."
79,<WikipediaPage 'Pomme de terre'>,"


=== Dans la littérature ===
Adam Mickiewicz, grand poète romantique polonais a célébré le rôle joué par la pomme de terre pour sauver son peuple de la famine après les guerres napoléoniennes dans un poème héroïco-comique, en quatre chants, Kartofla, (pomme de terre), écrit en 1819.
En 1845, la maladie de la pomme de terre inspire à Dumanoir et Clairville un vaudeville en trois actes, Les pommes de terre malades, avec le roi Pomme de terre 1er, sa femme Vitelotte, son premier ministre Tubercule, et ses médecins Topinambour et Patate. Jouée pour la première fois au théâtre du Palais Royal le 20 décembre 1845, cette pièce conçue pour se moquer d'une campagne de publicité du journal L’Époque, connut un certain succès."
80,<WikipediaPage 'Pomme de terre'>,"

En Europe, de la fin du XVIe siècle au milieu du XIXe siècle, les représentations de la pomme de terre ont surtout des fins scientifiques et documentaires, comme dans la planche ci-contre extraite de l’Hortus Eystettensis de Basilius Besler (1613).
Depuis la seconde moitié du XIXe siècle, de nombreux peintres ont représenté la pomme de terre dans des natures mortes ou des scènes de la vie quotidienne des paysans. Plusieurs tableaux de Jean-François Millet montrent des scènes liées à la culture ce tubercule : La Récolte des pommes de terre (1855), les Planteurs de pommes de terre (1862, musée des beaux-arts de Boston) et L'Angélus (1858). Ce célèbre tableau, peint peu après le début de la grande épidémie de mildiou en Europe, aurait dû s’appeler La Mauvaise Récolte ou la Prière pour la récolte de pommes de terre.
On retrouve la pomme de terre dans l’œuvre de Vincent van Gogh en particulier dans Les Mangeurs de pommes de terre (1885, musée Van Gogh, Amsterdam) et d’autres peintres de cette époque : Jules Bastien-Lepage, dans la Récolte des pommes de terre (1879, National Gallery of Victoria), Albert Anker dans la Petite Éplucheuse de pommes de terre (1886), Paul-Élie Ranson (1893) dans Les Éplucheuses de pommes de terre, Julio de Souza Pinto⇔José Júlio de Sousa Pinto dans la Récolte des pommes de terre (1898, musée d’Orsay), Lucien Simon dans la Récolte des pommes de terre (1907, musée des Beaux-Arts de Quimper).
En 1948, le peintre français Raoul Michau peint La Bataille des pommes de terre, tableau surréaliste exposé au musée d'art moderne de la ville de Paris."
